gname,iyear,country,attacktype1,weaptype1,targtype1
Left-Wing Militants,1971,217,7,8,4
Chicano Radicals,1971,217,3,6,16
Left-Wing Militants,1971,217,7,8,1
Catalan Liberation Front (FAC),1971,185,3,6,2
Left-Wing Militants,1971,217,7,8,1
Left-Wing Militants,1971,217,7,8,8
Left-Wing Militants,1971,217,7,8,4
Student Radicals,1971,217,3,6,8
Left-Wing Militants,1971,217,3,6,21
Chicano Liberation Front,1971,217,3,6,21
Left-Wing Militants,1971,217,7,8,4
Left-Wing Militants,1971,217,3,6,4
Basque Fatherland and Freedom (ETA),1971,185,6,13,7
Protestant extremists,1971,603,7,8,1
Chicano Liberation Front,1971,217,3,6,2
Chicano Liberation Front,1971,217,7,8,1
Chicano Liberation Front,1971,217,7,8,1
Left-Wing Militants,1971,217,7,8,1
Left-Wing Militants,1971,217,7,2,4
Black Nationalists,1971,217,3,6,14
Black Panthers,1971,217,2,5,3
Turkish People's Liberation Army,1971,209,3,6,7
Turkish People's Liberation Army,1971,209,6,13,7
Black Liberation Army,1971,217,2,5,3
Black Liberation Army,1971,217,1,5,3
Left-Wing Militants,1971,217,7,8,10
Official Irish Republican Army (OIRA),1971,603,1,5,4
Ejercito Revolucionaria del Pueblo (ERP) (Argentina),1971,11,6,13,1
Irish Republican Army (IRA),1971,603,3,6,4
Black Nationalists,1971,217,3,6,3
Basque Fatherland and Freedom (ETA),1971,185,6,13,7
Black Nationalists,1971,217,2,5,3
Catalan Liberation Front (FAC),1971,185,3,6,16
Black Liberation Army,1971,217,2,5,1
Catalan Liberation Front (FAC),1971,185,3,6,21
Popular Front for the Liberation of Palestine (PFLP),1971,406,3,6,11
Chicano Radicals,1971,217,3,6,10
Chicano Radicals,1971,217,3,6,10
Catalan Liberation Front (FAC),1971,185,3,6,2
Chicano Radicals,1971,217,3,6,10
Chicano Radicals,1971,217,3,6,7
Chicano Radicals,1971,217,3,6,2
Chicano Radicals,1971,217,3,6,10
Black Liberation Army,1971,217,2,5,1
Jewish Defense League (JDL),1971,217,3,6,7
Chicano Liberation Front,1971,217,3,6,8
Chicano Liberation Front,1971,217,3,6,8
Chicano Liberation Front,1971,217,3,6,8
Left-Wing Militants,1971,217,7,8,2
Revolutionary Communist League (LCR) (Spain),1971,185,3,6,1
Secret Cuban Government,1971,217,3,6,1
Chicano Liberation Front,1971,217,3,6,4
GAC,1971,185,3,6,1
Chicano Liberation Front,1971,217,7,8,8
Chicano Liberation Front,1971,217,3,6,1
Chicano Liberation Front,1971,217,3,6,2
Left-Wing Militants,1971,217,3,6,2
Left-Wing Militants,1971,217,3,6,2
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Catalan Liberation Front (FAC),1971,185,3,6,19
Catalan Liberation Front (FAC),1971,185,3,6,21
Chicano Liberation Front,1971,217,3,6,1
Black Liberation Army,1971,217,5,5,1
Left-Wing Militants,1971,217,3,6,4
Jewish Defense League (JDL),1971,217,2,8,7
Peronist Armed Forces (FAP),1971,11,1,13,4
Left-Wing Militants,1971,217,7,8,1
Revolutionary Communist League (LCR) (Spain),1971,185,3,6,1
Jewish Defense League (JDL),1971,217,3,6,1
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Extremists,1971,603,3,6,1
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Jewish Defense League (JDL),1971,217,3,6,1
Irish Republican Extremists,1971,603,1,5,14
Official Irish Republican Army (OIRA),1971,603,1,5,4
Black Liberation Army,1971,217,9,13,3
Black Liberation Army,1971,217,2,5,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,7,8,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,3,6,1
Armed Revolutionary Independence Movement (MIRA),1971,217,7,8,1
Armed Revolutionary Independence Movement (MIRA),1971,217,7,8,1
Armed Revolutionary Independence Movement (MIRA),1971,217,7,8,1
Armed Revolutionary Independence Movement (MIRA),1971,217,7,8,1
Armed Revolutionary Independence Movement (MIRA),1971,217,7,8,1
White extremists,1971,217,3,6,8
Black Liberation Army,1971,217,2,5,1
Black September,1971,185,3,6,6
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,3,6,1
Chicano Liberation Front,1971,217,7,8,1
Black Liberation Army,1971,217,2,5,3
Popular Front for the Liberation of Palestine (PFLP),1971,98,4,6,6
"Weather Underground, Weathermen",1971,217,3,6,3
"Weather Underground, Weathermen",1971,217,3,6,2
Black Nationalists,1971,217,3,6,2
Black Liberation Army,1971,217,2,5,3
Chicano Liberation Front,1971,217,3,6,1
"Weather Underground, Weathermen",1971,217,3,6,1
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Ku Klux Klan,1971,217,3,6,19
White extremists,1971,217,3,6,8
White extremists,1971,217,7,8,8
Left-Wing Militants,1971,217,3,6,4
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Official Irish Republican Army (OIRA),1971,603,3,6,4
Left-Wing Militants,1971,217,3,6,1
Black September,1971,102,3,6,1
Irish Republican Army (IRA),1971,603,3,6,4
Protestant extremists,1971,603,3,6,14
Protestant extremists,1971,603,3,6,14
Official Irish Republican Army (OIRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Black September,1971,102,3,6,1
Protestant extremists,1971,603,1,5,14
Irish Republican Army (IRA),1971,603,1,5,4
"Weather Underground, Weathermen",1971,217,3,6,2
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,3
Black Nationalists,1971,217,2,5,3
Baader-Meinhof Group,1971,362,7,8,2
"Weather Underground, Weathermen",1971,217,7,8,1
"Weather Underground, Weathermen",1971,217,3,6,1
Black Liberation Army,1971,217,4,6,6
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,3,6,1
Irish Republican Army (IRA),1971,603,1,5,4
1st of May Group,1971,603,6,13,7
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,3,6,21
Irish Republican Army (IRA),1971,603,1,5,4
Student Radicals,1971,217,7,8,4
Official Irish Republican Army (OIRA),1971,603,3,6,4
Al-Fatah,1971,102,4,13,6
Black Liberation Army,1971,217,2,5,1
Ulster Volunteer Force (UVF),1971,603,3,6,1
Turkish People's Liberation Army,1971,209,3,6,7
Left-Wing Militants,1971,217,3,6,1
Iranian extremists,1971,217,3,6,7
"Weather Underground, Weathermen",1971,217,3,6,8
Irish Republican Army (IRA),1971,603,1,5,3
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Jewish Defense League (JDL),1971,217,3,6,1
Jewish Defense League (JDL),1971,217,2,5,7
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,3,6,1
Irish Republican Army (IRA),1971,603,1,5,14
Irish Republican Army (IRA),1971,603,3,6,4
Irish Republican Army (IRA),1971,603,1,5,3
Catalan Liberation Front (FAC),1971,185,3,6,16
"Weather Underground, Weathermen",1971,217,7,8,1
Irish Republican Army (IRA),1971,603,3,6,1
Black Liberation Army,1971,217,1,5,3
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,4
Black September,1971,102,3,6,1
Left-Wing Militants,1971,217,3,6,4
Irish Republican Army (IRA),1971,603,1,5,3
Irish Republican Extremists,1971,603,1,5,11
White extremists,1971,217,7,8,8
White extremists,1971,217,2,5,8
White extremists,1971,217,7,8,8
Left-Wing Militants,1971,217,3,6,4
Irish Republican Army (IRA),1971,603,1,5,4
Croatian Nationalists,1971,14,3,6,1
Irish Republican Army (IRA),1971,603,2,5,4
Irish Republican Army (IRA),1971,603,3,6,4
Irish Republican Army (IRA),1971,603,3,6,4
Irish Republican Army (IRA),1971,603,1,5,4
Black September,1971,60,1,5,2
Irish Republican Army (IRA),1971,603,1,5,3
Basque Fatherland and Freedom (ETA),1971,185,3,6,2
2nd of June Movement,1971,362,2,5,8
Irish Republican Army (IRA),1971,603,1,5,4
Left-Wing Militants,1971,217,7,8,4
Ulster Volunteer Force (UVF),1971,603,3,6,1
Irish Republican Army (IRA),1971,603,1,5,4
Jewish Armed Resistance,1971,217,3,6,1
Irish Republican Army (IRA),1971,603,3,6,12
Jewish Armed Resistance,1971,217,3,6,1
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,1,5,14
Basque Fatherland and Freedom (ETA),1971,185,7,8,1
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,3,6,1
Official Irish Republican Army (OIRA),1971,603,1,6,2
Black September,1971,603,1,13,7
Black September,1971,199,1,6,7
Irish Republican Army (IRA),1971,603,1,5,4
Ulster Volunteer Force (UVF),1971,603,3,6,1
Irish Republican Army (IRA),1971,603,1,5,4
Irish Republican Army (IRA),1971,603,3,6,1
Irish Republican Army (IRA),1971,603,1,5,4
Popular Front for the Liberation of Palestine (PFLP),1972,106,3,6,1
Basque Fatherland and Freedom (ETA),1972,185,6,13,1
Montoneros (Argentina),1972,11,2,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Left-Wing Militants,1972,217,3,6,2
Left-Wing Militants,1972,217,3,6,1
Left-Wing Militants,1972,217,3,6,1
Left-Wing Militants,1972,217,3,6,1
Left-Wing Militants,1972,217,3,6,1
Left-Wing Militants,1972,217,3,6,1
Left-Wing Militants,1972,217,3,6,1
Left-Wing Militants,1972,217,3,6,1
Left-Wing Militants,1972,217,3,6,1
Irish Republican Army (IRA),1972,603,1,5,3
Irish Republican Army (IRA),1972,603,1,5,4
Student Radicals,1972,217,7,8,8
Student Radicals,1972,217,3,6,8
Irish Republican Army (IRA),1972,603,1,5,14
Revolutionary Communist League (LCR) (Spain),1972,185,3,6,1
Irish Republican Army (IRA),1972,603,3,6,4
Croatian Nationalists,1972,15,3,6,19
Croatian Nationalists,1972,236,3,6,6
Jewish Defense League (JDL),1972,217,3,6,1
Jewish Defense League (JDL),1972,217,7,8,18
Jewish Defense League (JDL),1972,217,7,8,1
Irish Republican Army (IRA),1972,603,3,6,3
Black Liberation Army,1972,217,1,5,3
Irish Republican Army (IRA),1972,603,1,5,3
Irish Republican Army (IRA),1972,603,1,5,3
Irish Republican Army (IRA),1972,603,3,6,14
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Student Radicals,1972,217,7,8,14
White extremists,1972,217,3,6,8
Jewish Defense League (JDL),1972,217,1,5,14
2nd of June Movement,1972,362,3,6,11
Irish Republican Army (IRA),1972,96,7,8,7
Irish Republican Army (IRA),1972,603,3,6,14
Black September,1972,142,3,6,21
Irish Republican Extremists,1972,603,3,6,2
Black September,1972,362,3,6,21
Red Hand Commandos,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,6,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,3,6,17
Black September,1972,362,3,6,21
Irish Republican Army (IRA),1972,603,3,6,4
Official Irish Republican Army (OIRA),1972,603,3,6,14
Palestinians,1972,92,4,6,6
Catalan Liberation Front (FAC),1972,185,3,6,10
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,3
Secret Cuban Government,1972,217,3,6,1
Secret Cuban Government,1972,217,3,6,1
Secret Cuban Government,1972,217,3,6,1
Irish Republican Army (IRA),1972,603,1,5,4
Catalan Liberation Front (FAC),1972,185,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Catalan Liberation Front (FAC),1972,185,3,6,1
Catalan Liberation Front (FAC),1972,185,3,6,19
Catalan Liberation Front (FAC),1972,185,7,8,1
Irish Republican Army (IRA),1972,603,3,6,1
Irish Republican Army (IRA),1972,603,3,6,1
Official Irish Republican Army (OIRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Jewish Armed Resistance,1972,217,7,8,14
Official Irish Republican Army (OIRA),1972,603,1,5,4
Ulster Volunteer Force (UVF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,3
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Extremists,1972,603,3,6,14
Black Liberation Army,1972,217,5,5,1
Catalan Liberation Front (FAC),1972,185,7,8,4
Basque Fatherland and Freedom (ETA),1972,185,2,5,1
Irish Republican Army (IRA),1972,603,3,6,14
Irish Republican Army (IRA),1972,603,1,5,4
Ejercito Revolucionaria del Pueblo (ERP) (Argentina),1972,11,6,13,1
Irish Republican Army (IRA),1972,603,2,8,4
Irish Republican Army (IRA),1972,603,2,5,17
Turkish People's Liberation Army,1972,209,6,13,4
Ulster Freedom Fighters (UFF),1972,603,1,5,17
Irish Republican Army (IRA),1972,603,3,6,3
Croatian Nationalists,1972,198,3,6,18
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,2,5,4
Jewish Defense League (JDL),1972,217,3,6,14
Irish Republican Army (IRA),1972,603,1,5,4
Ejercito Revolucionaria del Pueblo (ERP) (Argentina),1972,11,1,5,4
Official Irish Republican Army (OIRA),1972,603,3,6,4
Catalan Liberation Front (FAC),1972,185,3,6,14
Irish Republican Army (IRA),1972,603,3,6,14
Official Irish Republican Army (OIRA),1972,603,1,5,4
Ulster Volunteer Force (UVF),1972,603,1,5,14
Official Irish Republican Army (OIRA),1972,603,1,5,4
Official Irish Republican Army (OIRA),1972,603,2,5,4
Jewish Defense League (JDL),1972,217,3,6,1
Irish Republican Army (IRA),1972,603,6,5,4
Irish Republican Army (IRA),1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,3,6,1
Basque Fatherland and Freedom (ETA),1972,185,1,6,1
Catalan Liberation Front (FAC),1972,185,3,6,2
Turkish Leftists,1972,209,4,13,6
Protestant extremists,1972,603,1,9,14
Black September,1972,15,4,5,6
Left-Wing Militants,1972,217,7,8,4
Baader-Meinhof Group,1972,362,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Comite Argentino de Lucha Anti-Imperialisto,1972,11,3,6,1
Comite Argentino de Lucha Anti-Imperialisto,1972,11,3,6,1
Comite Argentino de Lucha Anti-Imperialisto,1972,11,3,6,1
Comite Argentino de Lucha Anti-Imperialisto,1972,11,3,6,1
Baader-Meinhof Group,1972,362,3,6,3
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Protestant extremists,1972,603,3,6,14
Protestant extremists,1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Baader-Meinhof Group,1972,362,1,6,2
Irish Republican Army (IRA),1972,603,1,5,4
Left-Wing Militants,1972,217,3,6,4
Left-Wing Militants,1972,217,3,6,1
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Catalan Liberation Front (FAC),1972,185,3,6,21
Catalan Liberation Front (FAC),1972,185,3,6,14
Baader-Meinhof Group,1972,362,3,6,10
"Weather Underground, Weathermen",1972,217,3,6,2
Irish Republican Army (IRA),1972,603,1,5,14
Chicano Liberation Front,1972,217,7,8,8
Irish Republican Army (IRA),1972,603,1,5,4
Puerto Rican Nationalists,1972,217,3,6,1
Jewish Defense League (JDL),1972,217,3,6,14
Official Irish Republican Army (OIRA),1972,603,1,5,4
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,3
Irish Republican Army (IRA),1972,603,1,5,4
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Jewish Defense League (JDL),1972,217,7,13,14
Baader-Meinhof Group,1972,362,3,6,4
Irish Republican Army (IRA),1972,603,3,6,14
Irish Republican Army (IRA),1972,603,1,5,3
Student Radicals,1972,217,3,6,8
Ulster Volunteer Force (UVF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,3,6,17
Ulster Volunteer Force (UVF),1972,603,1,5,14
Japanese Red Army (JRA),1972,97,3,5,6
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Mujahedin-e Khalq (MEK),1972,94,1,6,4
Mujahedin-e Khalq (MEK),1972,94,3,6,7
GAC,1972,185,2,5,1
Red Flag (Venezuela),1972,222,6,13,1
Black Panthers,1972,217,4,7,6
Irish Republican Army (IRA),1972,603,3,6,4
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,3,6,3
Montoneros (Argentina),1972,11,3,6,1
Irish Republican Army (IRA),1972,603,1,5,4
Protestant extremists,1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
National Front for the Liberation of Cuba (FLNC),1972,217,3,6,1
Croatian Nationalists,1972,362,3,6,7
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,17
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,3,6,4
Ulster Freedom Fighters (UFF),1972,603,1,5,17
Irish Republican Army (IRA),1972,603,1,5,3
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Irish Republican Extremists,1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Ulster Volunteer Force (UVF),1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Ulster Volunteer Force (UVF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,14
Irish Republican Extremists,1972,603,1,5,14
Irish Republican Extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,17
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Extremists,1972,603,1,5,14
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Irish Republican Extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Protestant extremists,1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,3
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,3
Irish Republican Army (IRA),1972,603,3,6,1
Irish Republican Army (IRA),1972,603,3,6,14
Protestant extremists,1972,603,2,5,14
Irish Republican Army (IRA),1972,603,3,6,1
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,3,6,14
Irish Republican Army (IRA),1972,603,1,5,17
Irish Republican Army (IRA),1972,603,3,6,14
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Ulster Volunteer Force (UVF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,6,5,4
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Official Irish Republican Army (OIRA),1972,603,1,5,17
Irish Republican Army (IRA),1972,603,1,5,4
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Protestant extremists,1972,603,1,5,14
Black Panthers,1972,217,4,13,6
Irish Republican Army (IRA),1972,603,3,6,14
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Ulster Freedom Fighters (UFF),1972,603,1,9,14
Black September,1972,98,3,6,21
Protestant extremists,1972,603,1,5,14
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Protestant extremists,1972,603,1,5,14
Protestant extremists,1972,603,1,9,14
Irish Republican Army (IRA),1972,603,3,6,4
Irish Republican Army (IRA),1972,603,1,5,4
Black September,1972,98,3,6,6
Ulster Volunteer Force (UVF),1972,603,1,5,1
Irish Republican Army (IRA),1972,603,1,5,4
Puerto Rican Revolutionary Movement,1972,217,7,8,1
Puerto Rican Revolutionary Movement,1972,217,7,8,1
Ulster Freedom Fighters (UFF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,1,5,4
Irish Republican Army (IRA),1972,603,3,6,4
Puerto Rican Revolutionary Movement,1972,217,7,8,1
Puerto Rican Revolutionary Movement,1972,217,7,8,1
Puerto Rican Revolutionary Movement,1972,217,7,8,1
Irish Republican Army (IRA),1972,603,1,5,14
Ulster Volunteer Force (UVF),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,1,5,14
Irish Republican Army (IRA),1972,603,2,5,4
Irish Republican Army (IRA),1972,603,3,6,4
